"","x"
"3768","10\ 튜브 교환(전동스쿠터)"""
"3769","11\ 앞바퀴 전체교환(전동스쿠터)"""
"3770","11\ 뒷바퀴 전체교환(전동스쿠터)"""
"3771","11\ 타이어 교환(전동스쿠터)"""
"3772","11\ 튜브 교환(전동스쿠터)"""
"3773","12\ 앞바퀴 전체교환(전동스쿠터)"""
"3774","12\ 뒷바퀴 전체교환(전동스쿠터)"""
"3775","12\ 타이어 교환(전동스쿠터)"""
"3776","12\ 튜브 교환(전동스쿠터)"""
"3777","이동식 리프트용 배터리 교환: 2개1세트"
"3778","팔받침 교환(활동형)"
"3779","팔받침 교환(수·전동)"
"3780","팔걸이 교환"
"3781","팔걸이 교환(활동형)"
"3782","팔걸이 교환(전동)"
"3783","팔걸이 교환(수·전동)"
"3784","자세보조용구 앉기형-몸통 및 골반지지대"
"3785","자세보조용구 앉기형- 머리 및 목 지지대"
"3786","자세보조용구 앉기형-팔 지지대 및 랩트레이"
"3787","자세보조용구 앉기형-다리 및 발 지지대"
"3788","발걸이 교환"
"3789","발걸이 교환(활동형)"
"3790","발걸이 교환(전동)"
"3791","발걸이 교환(수·전동)"
"3792","지지워커-전방"
"3793","지지워커-후방"
"3794","근전전동의수 변속기부 교환"
"3795","근전전동의수 모터부 교환"
"3796","근전전동의수 기어부 교환"
"3797","근전전동의수 골격부 교환"
"3798","근전전동의수 센서부 교환"
"3799","근전전동의수 제어부 교환"
"3800","근전전동의수 외피 교환"
"3801","기능성 의수 내피 교환"
"3802","위팔의지 폼카바 교환"
"3803","위팔의지 스타키넷트 교환"
"3804","넓적다리 의지 발목장식 교환(고기능형)"
"3805","종아리 의지 실리콘 슬리브 교환"
"3806","더마실 교환"
"3807","디지털 컵 교환"
"3808","종아리 의지 스타키넷트 교환"
"3809","종아리 의지 스타키넷트카바 교환"
"3810","언어치료"
"3811","전산화인지재활치료(주의·기억)"
"3812","증식치료 - 가. 사지관절부위"
"3813","증식치료 - 나. 척추부위"
"3814","도수치료"
"3815","언어전반진단검사"
"3816","발음 및 발성검사 - 가. 발음검사"
"3817","발음 및 발성검사 - 나. 발성검사"
"3818","장비를 이용한 근력검사"
"3819","재활치료 팀 회의료 - 가. 최초"
"3820","재활치료 팀 회의료 - 나. 2회차 부터"
"3821","냉각부하검사"
"3822","장해보상청구용 진단서-상급종합병원"
"3823","장해보상청구용 진단서-종합병원"
"3824","장해보상청구용 진단서-병원"
"3825","장해보상청구용 진단서-의원"
"3826","폐질상태 신고용 진단서-상급종합병원"
"3827","폐질상태 신고용 진단서-종합병원"
"3828","폐질상태 신고용 진단서-병원"
"3829","폐질상태 신고용 진단서-의원"
"3830","요양비 청구서 확인-상급종합병원"
"3831","요양비 청구서 확인-종합병원"
"3832","요양비 청구서 확인-병원"
"3833","요양비 청구서 확인-의원"
"3834","요양급여신청서용 진단서-상급종합병원"
"3835","요양급여신청서용 진단서-종합병원"
"3836","요양급여신청서용 진단서-병원"
"3837","요양급여신청서용 진단서-의원"
"3838","특별진찰에 대한 소견서-상급종합병원"
"3839","특별진찰에 대한 소견서-종합병원"
"3840","소견조회 등 회신-상급종합병원"
"3841","소견조회 등 회신-종합병원"
"3842","소견조회 등 회신-병원"
"3843","소견조회 등 회신-의원"
"3844","방사선 등 영상진단 필름 복사수수료(매당)-상급종합병원"
"3845","방사선 등 영상진단 필름 복사수수료(매당)-종합병원"
"3846","방사선 등 영상진단 필름 복사수수료(매당)-병원"
"3847","방사선 등 영상진단 필름 복사수수료(매당)-의원"
"3848","방사선 등 영상진단 CD 복사수수료(개당)-상급종합병원"
"3849","방사선 등 영상진단 CD 복사수수료(개당)-종합병원"
"3850","방사선 등 영상진단 CD 복사수수료(개당)-병원"
"3851","방사선 등 영상진단 CD 복사수수료(개당)-의원"
"3852","진료계획서(1회째)용 진단서-상급종합병원"
"3853","진료계획서(1회째)용 진단서-종합병원"
"3854","진료계획서(1회째)용 진단서-병원"
"3855","진료계획서(1회째)용 진단서-의원"
"3856","진료계획서(2회째)용 진단서-상급종합병원"
"3857","진료계획서(2회째)용 진단서-종합병원"
"3858","진료계획서(2회째)용 진단서-병원"
"3859","진료계획서(2회째)용 진단서-의원"
"3860","진료계획서(3회째부터)용 진단서-상급종합병원"
"3861","진료계획서(3회째부터)용 진단서-종합병원"
"3862","진료계획서(3회째부터)용 진단서-병원"
"3863","진료계획서(3회째부터)용 진단서-의원"
"3864","신체감정용 진단서-상급종합병원"
"3865","다차원심리검사(L형) 수수료"
"3866","업무상질병 전문소견서-상급종합병원"
"3867","업무상질병 전문소견서-종합병원"
"3868","업무상질병 전문소견서-병원"
"3869","업무상질병 전문소견서-의원"
"3870","전원요양 신청 소견서-상급종합병원"
"3871","전원요양 신청 소견서-종합병원"
"3872","전원요양 신청 소견서-병원"
"3873","전원요양 신청 소견서-의원"
"3874","재활특진 의뢰 소견서-상급종합병원"
"3875","재활특진 의뢰 소견서-종합병원"
"3876","재활특진 의뢰 소견서-병원"
"3877","재활특진 의뢰 소견서-의원"
"3878","간병요구도 평가 소견서-상급종합병원"
"3879","간병요구도 평가 소견서-종합병원"
"3880","간병요구도 평가 소견서-병원"
"3881","간병요구도 평가 소견서-의원"
"3882","진료기록부 등 사본 복사수수료(1~5매까지, 1매당)-상급종합병원"
"3883","진료기록부 등 사본 복사수수료(1~5매까지, 1매당)-종합병원"
"3884","진료기록부 등 사본 복사수수료(1~5매까지, 1매당)-병원"
"3885","진료기록부 등 사본 복사수수료(1~5매까지, 1매당)-의원"
"3886","진료기록부 등 사본 복사수수료(6매부터, 1매당)-상급종합병원"
"3887","진료기록부 등 사본 복사수수료(6매부터, 1매당)-종합병원"
"3888","진료기록부 등 사본 복사수수료(6매부터, 1매당)-병원"
"3889","진료기록부 등 사본 복사수수료(6매부터, 1매당)-의원"
"3890","방사선 등 영상진단 DVD 복사수수료(개당)-상급종합병원"
"3891","방사선 등 영상진단 DVD 복사수수료(개당)-종합병원"
"3892","방사선 등 영상진단 DVD 복사수수료(개당)-병원"
"3893","방사선 등 영상진단 DVD 복사수수료(개당)-의원"
"3894","토탈서비스 이용 수수료-상급종합병원"
"3895","토탈서비스 이용 수수료-종합병원"
"3896","토탈서비스 이용 수수료-병원"
"3897","토탈서비스 이용 수수료-의원"
"3898","토탈서비스 이용 최초요양급여신청서(대행) 수수료-상급종합병원"
"3899","토탈서비스 이용 최초요양급여신청서(대행) 수수료-종합병원"
"3900","토탈서비스 이용 최초요양급여신청서(대행) 수수료-병원"
"3901","토탈서비스 이용 최초요양급여신청서(대행) 수수료-의원"
"3902","예방접종 백신비용(폐렴구균) -  PCV(단백결합) 13"
"3903","예방접종 백신비용(폐렴구균) -  PPSV(다당질) 23"
"3904","예방접종 백신비용(인플루엔자) - Flu3 (0.5ml)"
"3905","예방접종 시행비용(폐렴구균 백신)"
"3906","예방접종 시행비용(인플루엔자 백신)"
"3907","의지(미관형 팔의지 제외) 처방 및 검수료-상급종합병원"
"3908","의지(미관형 팔의지 제외) 처방 및 검수료-종합병원"
"3909","의지(미관형 팔의지 제외) 처방 및 검수료-병원"
"3910","의지(미관형 팔의지 제외) 처방 및 검수료-의원"
"3911","미관형 팔의지·의지 이외의 품목 처방 및 검수료-상급종합병원"
"3912","미관형 팔의지·의지 이외의 품목 처방 및 검수료-종합병원"
"3913","미관형 팔의지·의지 이외의 품목 처방 및 검수료-병원"
"3914","미관형 팔의지·의지 이외의 품목 처방 및 검수료-의원"
"3915","의료최고도 count 3-6, 의사2·간호5등급"
"3916","의료최고도 count 3-6, 의사2·간호1등급"
"3917","의료최고도 count 3-6, 의사2·간호2등급"
"3918","의료최고도 count 3-6, 의사2·간호3등급"
"3919","의료최고도 count 3-6, 의사2·간호4등급"
"3920","의료최고도 count 3-6, 의사2·간호6등급"
"3921","의료최고도 count 3-6, 의사2·간호7등급"
"3922","의료최고도 count 3-6, 의사2·간호8등급"
"3923","의료최고도 count 3-6, 의사1(전문의수50%미만)·간호5등급"
"3924","의료최고도 count 3-6, 의사1(전문의수50%미만)·간호1등급"
"3925","의료최고도 count 3-6, 의사1(전문의수50%미만)·간호2등급"
"3926","의료최고도 count 3-6, 의사1(전문의수50%미만)·간호3등급"
"3927","의료최고도 count 3-6, 의사1(전문의수50%미만)·간호4등급"
"3928","의료최고도 count 3-6, 의사1(전문의수50%미만)·간호6등급"
"3929","의료최고도 count 3-6, 의사1(전문의수50%미만)·간호7등급"
"3930","의료최고도 count 3-6, 의사1(전문의수50%미만)·간호8등급"
"3931","의료최고도 count 3-6, 의사3·간호5등급"
"3932","의료최고도 count 3-6, 의사3·간호1등급"
"3933","의료최고도 count 3-6, 의사3·간호2등급"
"3934","의료최고도 count 3-6, 의사3·간호3등급"
"3935","의료최고도 count 3-6, 의사3·간호4등급"
"3936","의료최고도 count 3-6, 의사3·간호6등급"
"3937","의료최고도 count 3-6, 의사3·간호7등급"
"3938","의료최고도 count 3-6, 의사3·간호8등급"
"3939","의료최고도 count 3-6, 의사4·간호5등급"
"3940","의료최고도 count 3-6, 의사4·간호1등급"
"3941","의료최고도 count 3-6, 의사4·간호2등급"
"3942","의료최고도 count 3-6, 의사4·간호3등급"
"3943","의료최고도 count 3-6, 의사4·간호4등급"
"3944","의료최고도 count 3-6, 의사4·간호6등급"
"3945","의료최고도 count 3-6, 의사4·간호7등급"
"3946","의료최고도 count 3-6, 의사4·간호8등급"
"3947","의료최고도 count 3-6, 의사5·간호5등급"
"3948","의료최고도 count 3-6, 의사5·간호1등급"
"3949","의료최고도 count 3-6, 의사5·간호2등급"
"3950","의료최고도 count 3-6, 의사5·간호3등급"
"3951","의료최고도 count 3-6, 의사5·간호4등급"
"3952","의료최고도 count 3-6, 의사5·간호6등급"
"3953","의료최고도 count 3-6, 의사5·간호7등급"
"3954","의료최고도 count 3-6, 의사5·간호8등급"
"3955","의료최고도 count 3-6, 의사1(전문의수50%이상)·간호5등급"
"3956","의료최고도 count 3-6, 의사1(전문의수50%이상)·간호1등급"
"3957","의료최고도 count 3-6, 의사1(전문의수50%이상)·간호2등급"
"3958","의료최고도 count 3-6, 의사1(전문의수50%이상)·간호3등급"
"3959","의료최고도 count 3-6, 의사1(전문의수50%이상)·간호4등급"
"3960","의료최고도 count 3-6, 의사1(전문의수50%이상)·간호6등급"
"3961","의료최고도 count 3-6, 의사1(전문의수50%이상)·간호7등급"
"3962","의료최고도 count 3-6, 의사1(전문의수50%이상)·간호8등급"
"3963","의료최고도 count 1-2, 의사2·간호5등급"
"3964","의료최고도 count 1-2, 의사2·간호1등급"
"3965","의료최고도 count 1-2, 의사2·간호2등급"
"3966","의료최고도 count 1-2, 의사2·간호3등급"
"3967","의료최고도 count 1-2, 의사2·간호4등급"
"3968","의료최고도 count 1-2, 의사2·간호6등급"
"3969","의료최고도 count 1-2, 의사2·간호7등급"
"3970","의료최고도 count 1-2, 의사2·간호8등급"
"3971","의료최고도 count 1-2, 의사1(전문의수50%미만)·간호5등급"
"3972","의료최고도 count 1-2, 의사1(전문의수50%미만)·간호1등급"
"3973","의료최고도 count 1-2, 의사1(전문의수50%미만)·간호2등급"
"3974","의료최고도 count 1-2, 의사1(전문의수50%미만)·간호3등급"
"3975","의료최고도 count 1-2, 의사1(전문의수50%미만)·간호4등급"
"3976","의료최고도 count 1-2, 의사1(전문의수50%미만)·간호6등급"
"3977","의료최고도 count 1-2, 의사1(전문의수50%미만)·간호7등급"
"3978","의료최고도 count 1-2, 의사1(전문의수50%미만)·간호8등급"
"3979","의료최고도 count 1-2, 의사3·간호5등급"
"3980","의료최고도 count 1-2, 의사3·간호1등급"
"3981","의료최고도 count 1-2, 의사3·간호2등급"
"3982","의료최고도 count 1-2, 의사3·간호3등급"
"3983","의료최고도 count 1-2, 의사3·간호4등급"
"3984","의료최고도 count 1-2, 의사3·간호6등급"
"3985","의료최고도 count 1-2, 의사3·간호7등급"
"3986","의료최고도 count 1-2, 의사3·간호8등급"
"3987","의료최고도 count 1-2, 의사4·간호5등급"
