conceptSynonym,conceptName
구강내종양적출술(악성[림프절청소포함])-구강저 병소제거,Removal of Tumor In Oral Cavity (Malignant[with Lymphatic Dissection])- mouth floor lesion removal
아데노이드절제술,Adenoidectomy
아데노이드절제술-내시경하에서 실시한 경우,Adenoidectomy- under endoscopy
소장절제술-림프절 청소를 포함하지 않는 것,Resection of Small Intestine- without Lymphatic Dissection
소장절제술-림프절 청소를 포함하는 것,Resection of Small Intestine- with Lymphatic Dissection
장및장간막손상수술(장간막봉합만하는경우),Repair of Bowel And Mesenteric Injury (Primary Repair of Mesentery)
장및장간막손상수술(장막또는장파열봉합과장간막봉합동시실시),Repair of Bowel And Mesenteric Injury (Simultaneous operation Serosal Repair or Primary Repair of Perforated Intestine and Primary Repair of Mesentery)
체외 간 지지요법[MARS 이용]-카테터 삽입 당일［카테터삽입료 포함],Extracorporeal Liver Support Therapy [Using MARS]- the day of catheterization [including catheter insertion fee]
체외 간 지지요법[MARS 이용]-익일부터［1회당],Extracorporeal Liver Support Therapy [Using MARS]- After the next day[per 1time]
내시경적 상부소화관종양수술-점막하 박리절제술-위,Endoscopic Operation Of Upper Gastrointestinal Tumor- Endoscopic Submucosal Dissection- stomach
내시경적 상부소화관종양수술-점막하 박리절제술-식도,Endoscopic Operation Of Upper Gastrointestinal Tumor- Endoscopic Submucosal Dissection- esophagus
"역행성담췌관내시경수술-담(췌)석제거술(바스켓또는풍선카테터이용,기계적쇄석술시)","Retrograde Cholangio-Pancreatic endoscopic operation- Endoscopic Removal Of Biliary Or Pancreatic Stone(using basket or balloon catheter, mechanical lithotripsy)"
역행성 담췌관 내시경 수술-담(췌)석제거술(전기수압쇄석술시),Retrograde Cholangio-Pancreatic endoscopic operation- Endoscopic Removal Of Biliary Or Pancreatic Stone (electrohydraulic lithotripsy(EHL))
"경피적담관[낭]경이용시술[PTBD또는T-Tube이용]-담석제거술(바스켓또는풍선카테터이용,기계적쇄석술시)","Percutaneous Biliary Endoscopic or Choledochoscopic Treatment[using PTBD or T-Tube]- Removal Of Bile Duct Stone(using basket or balloon catheter, mechanical lithotripsy)"
경피적담관[낭]경이용시술[PTBD Route또는T-Tube이용]-담석제거술(전기수압식쇄석술시),Percutaneous Biliary Endoscopic or Choledochoscopic Treatment[using PTBD Route or T-Tube]- Removal Of Bile Duct Stone(electrohydraulic lithotripsy(EHL))
풍선소장내시경하 이물제거술-경구,Balloon Enteroscopic Removal of Foreign Body -oral
풍선소장내시경하 이물제거술-경항문,Balloon Enteroscopic Removal of Foreign Body -transanal
풍선소장내시경하 출혈지혈법-경구,Balloon Enteroscopic Bleeding Control -oral
풍선소장내시경하 출혈지혈법-경항문,Balloon Enteroscopic Bleeding Control -transanal
풍선소장내시경하 풍선확장술-경구,Balloon Enteroscopic Balloon Dilatation -oral
풍선소장내시경하 풍선확장술-경항문,Balloon Enteroscopic Balloon Dilatation -transanal
풍선소장내시경하 스텐트삽입술-경구,Balloon Enteroscopic Stent Insertion -oral
풍선소장내시경하 스텐트삽입술-경항문,Balloon Enteroscopic Stent Insertion -transanal
풍선소장내시경하 용종절제술-경구,Balloon Enteroscopic Removal of Polyp -oral
풍선소장내시경하 용종절제술-경항문,Balloon Enteroscopic Removal of Polyp -transanal
간적출술[이식용]-뇌사자(전간)-우삼구역,Donor Hepatectomy-Hepatectomy from Cadaver Donor(Total)- Right 3 Sections
간적출술[이식용]-뇌사자(전간)-단순우엽,Donor Hepatectomy-Hepatectomy from Cadaver Donor(Total)- Simple right lobe
간이식술-뇌사자(전간)-우삼구역,Liver Transplantation from Cadaver Donor(Total)- Right 3 Sections
간이식술-뇌사자(전간)-단순우엽,Liver Transplantation from Cadaver Donor(Total) -Simple right lobe
간이식술-뇌사자(전간)-재이식,Liver Transplantation from Cadaver Donor(Total) -Retransplantation
간이식술-뇌사자(전간)-우삼구역-재이식,Liver Transplantation from Cadaver Donor(Total) -Right 3 Sections- Retransplantation
간이식술-뇌사자(전간)-단순우엽-재이식,Liver Transplantation from Cadaver Donor(Total) -Simple right lobe- Retransplantation
간이식술-뇌사자(분할)-좌외측구역-재이식,Liver Transplantation from Cadaver Donor(Split) -Left Lateral Segment- Retransplantation
간이식술-뇌사자(분할)-좌엽-재이식,Liver Transplantation from Cadaver Donor(Split) -left lobe - Retransplantation
간이식술-생체(좌외측구역)-재이식,Partial Liver Transplantation from Living Donor(Left Lateral Segment)- Retransplantation
간이식술-생체(좌엽)-재이식,Partial Liver Transplantation from Living Donor(left lobe)- Retransplantation
간이식술-생체(단순우엽)-재이식,Partial Liver Transplantation from Living Donor(Simple right lobe)- Retransplantation
간이식술-생체(확대우엽)-재이식,Partial Liver Transplantation from Living Donor(Extended Right Lobe)- Retransplantation
간이식술-생체(변형우엽)-재이식,Partial Liver Transplantation from Living Donor(Modified Right Lobe)- Retransplantation
간이식술-생체(두개의절편이용)-재이식,Partial Liver Transplantation from Living Donor(Dual Graft)- Retransplantation
비만수술-교정술-위소매절제술,Bariatric surgery- correction- Sleeve Gastrectomy
비만수술-교정술-위우회술-루와이형 문합-비절제 루와위형 문합 위우회술,Bariatric surgery- correction- gastric bypass- Roux-en-Y anastomosis- non-Resectional Roux-en-Y Gastric Bypass 
비만수술-교정술-위우회술-루와이형 문합-절제 루와위형 문합 위우회술,Bariatric surgery- correction- gastric bypass- Roux-en-Y anastomosis- Resectional Roux-en-Y Gastric Bypass 
비만수술-교정술-위우회술-단일 문합,Bariatric surgery- correction- gastric bypass- Mini-gastric bypass
비만수술-교정술-위주름형성술,Bariatric surgery- correction- Gastric Plication
비만수술-교정술-십이지장치환술,Bariatric surgery- correction- Biliopancreatic diversion with Duodenal switch
비만수술-교정술-조절형 위밴드술,Bariatric surgery- correction- adjustable gastric banding
비만수술-복원술-위우회술-루와이형 문합-비절제 루와위형 문합 위우회술,Bariatric surgery- Reversal- gastric bypass- Roux-en-Y anastomosis- non-Resectional Roux-en-Y Gastric Bypass 
비만수술-복원술-위우회술-루와이형 문합-절제 루와위형 문합 위우회술,Bariatric surgery- Reversal- gastric bypass- Roux-en-Y anastomosis- Resectional Roux-en-Y Gastric Bypass 
비만수술-복원술-위우회술-단일 문합,Bariatric surgery- Reversal- gastric bypass- Mini-gastric bypass
비만수술-복원술-위주름형성술,Bariatric surgery- Reversal- Gastric Plication
비만수술-복원술-십이지장치환술,Bariatric surgery- Reversal- Biliopancreatic diversion with Duodenal switch
"질벽봉합술[분만시제외,치료목적]-전질벽 성형-방광류동반","Colporrhaphy [except delivery, therapeutic purpose]- Anterior Colporrhaphy- with cystocele "
"질벽봉합술[분만시제외,치료목적]-전질벽 성형-방광류동반치않는경우","Colporrhaphy  [except delivery, therapeutic purpose]- Anterior Colporrhaphy- without cystocele "
"질벽봉합술[분만시제외,치료목적]-후질벽및회음성형-직장류동반","Colporrhaphy [except delivery, therapeutic purpose]- Posterior Colporrhaphy- with rectocele "
"질벽봉합술[분만시제외,치료목적]-후질벽및회음성형-직장류동반치않는경우","Colporrhaphy [except delivery, therapeutic purpose]- Posterior Colporrhaphy- without rectocele "
"질벽봉합술[분만시제외,치료목적]-전질벽,후질벽및회음성형-방광류및직장류동반","Colporrhaphy [except delivery, therapeutic purpose]- Anterior, Posterior Colporrhaphy- with cystocele and rectocele "
"질벽봉합술[분만시제외,치료목적]-전질벽,후질벽및회음성형-방광류및직장류동반치않는경우","Colporrhaphy [except delivery, therapeutic purpose]- Anterior, Posterior Colporrhaphy- without cystocele and rectocele "
연성신요관경하 요관협착확장술,Flexible Ureterorenoscopic Dilatation of Ureteral Stricture
연성신요관경하 요관협착확장술-상부요관이상 부위의 병변에 경성신요관경으로 접근이 곤란한 경우,Flexible Ureterorenoscopic Dilatation of Ureteral Stricture- In case access to lesion of upper urethra is difficult by rigid ureterorenoscope
"경피적요관절석술[상부요관][경피적신루설치술,방사선료포함]","Percutaneous Ureterolithotomy[upper ureter][Percutaneous nephrostomy, including radiation fee]"
"경피적요관절석술[상부요관][경피적신루설치술,방사선료포함]-레이저 이용","Percutaneous Ureterolithotomy[upper ureter][Percutaneous nephrostomy, including radiation fee]- using laser"
신루카테터교환[방사선료포함],Change of Nephrostomy Tube[including radiation fee]
신루카테터교환[방사선이용안함],Change of Nephrostomy Tube[non-using of radiation]
연성신요관경하 결석제거술-레이저 이용,Flexible Ureterorenoscopic Stone Removal- using laser
연성신요관경하 결석제거술-상부요관이상 부위의 병변에 경성신요관경으로 접근이 곤란한 경우,Flexible Ureterorenoscopic Stone Removal- In case access to lesion of upper urethra is difficult by the rigid ureterorenoscope
"체외충격파쇄석술[신,요관, 방광결석 또는 담석, 췌석]","Extracoporeal Shock Wave Lithotripsy[Kidney, Ureter, Bladder stone or Biliary Or Pancreatic Stone]"
"체외충격파쇄석술(2회부터5회까지,1회당)","Extracoporeal Shock Wave Lithotripsy (up to 2~5 times, per 1time)"
"체외충격파쇄석술(5회초과10회까지,1회당)","Extracoporeal Shock Wave Lithotripsy (over 5 times up to 10 times, per 1time)"
요실금수술-질강을 통한 수술-자가근막을이용한경우[근막채취료포함],Operation For Urinary Incontinence-Transvaginal Approach- using Autologous Myofacial [including fascia Harvesting]
요실금수술-질강을 통한 수술-기타의경우,Operation For Urinary Incontinence-Transvaginal Approach- others
자궁경하자궁근종절제술-3cm미만,Hysteroscopic Removal of Leiomyoma- below 3cm
자궁경하자궁근종절제술-3cm이상[다발성포함],Hysteroscopic Removal of Leiomyoma- more than 3cm[including Multiple]
둔위분만(초산),Breech Delivery (Primiparous)
둔위분만(경산),Breech Delivery (Multiparous)
계류유산소파술-12주미만,Treatment of Missed Abortion- less than 12weeks
계류유산소파술-12주이상,Treatment of Missed Abortion- more than 12weeks
인공임신중절수술[임신8주초과-12주미만],Induced Abortion[Over 8 weeks to less than 12 weeks pregnancy]
인공임신중절수술[임신12주이상-16주미만],Induced Abortion[more than 12 weeks to less than 16 weeks pregnancy]
인공임신중절수술[임신16주이상-20주미만],Induced Abortion[more than 16 weeks to less than 20 weeks pregnancy]
인공임신중절수술[임신20주이상],Induced Abortion[more than 20 weeks pregnancy]
가사신생아소생술-Apgar 6점이하 4점까지,Asphyxial Newborn Resuscitation- Apgar score 6 points or less up to 4 points
가사신생아소생술-Apgar 3점이하,Asphyxial Newborn Resuscitation- Apgar score 3 points or less
정자채취 및 처리-정액,Sperm Retrieval and Processing-Semen
정자채취 및 처리-정액-동일 시술주기내 2회,Sperm Retrieval and Processing-Semen- 2 times in the same procedure cycle
"정자채취 및 처리-정액-감염환자 정자처리, 역행성사정 정자처리, 정자 운동성 촉진 처리 시행","Sperm Retrieval and Processing-Semen- Sperm Treatment of Infected Patients, Retrograde Ejaculation sperm treatment, Sperm Mobility Promoting Treatment"
